Source_Port;Destination_Port;Protocol;Flow_Duration;Total_Forward_Packets;Total_Backward_Packets;Total_Length_Forward_Packets;Total_Length_Backward_Packets;Forward_Packets_Length_Max;Forward_Packets_Length_Min;Forward_Packets_Length_Mean;Backward_Packets_Length_Max;Backward_Packets_Length_Min;Backward_Packets_Length_Mean;Packets_Flow_IAT_Mean;Packets_Flow_IAT_Standard_Deviation;Packets_Flow_IAT_Max;Packets_Flow_IAT_Min;Forward_IAT_Total;Forward_IAT_Mean;Forward_IAT_Min;Backward_IAT_Total;Backward_IAT_Mean;Backward_IAT_Min;Forward_Header_Length;Backward_Header_Length;Forward_Packets_per_Second;Backward_Packets_per_Second;Packets_Length_Min;Packets_Length_Max;Packets_Length_Mean;Packets_Length_Standard_Deviation;Class
55243;443;6;73;1;1;38;866;38;38;38;866;866;866;73;0;73;73;0;0;0;0;0;0;32;32;13698.630137;13698.630137;38;866;590;478.046023;Mirai
64778;9988;17;22;1;1;32;32;32;32;32;32;32;32;22;0;22;22;0;0;0;0;0;0;8;8;45454.545455;45454.545455;32;32;32;0;Mirai
443;51875;6;125;1;1;280;1448;280;280;280;1448;1448;1448;125;0;125;125;0;0;0;0;0;0;32;32;8000;8000;280;1448;1058.666667;674.345114;Mirai
443;51875;6;108;1;1;1448;1448;1448;1448;1448;1448;1448;1448;108;0;108;108;0;0;0;0;0;0;32;32;9259.259259;9259.259259;1448;1448;1448;0;Mirai
52717;9020;6;78;0;2;0;2776;0;0;0;1388;1388;1388;78;0;78;78;0;0;0;78;78;78;0;64;0;25641.025641;1388;1388;1388;0;Scan
2995;19604;6;4367;0;2;0;0;0;0;0;0;0;0;4367;0;4367;4367;0;0;0;4367;4367;4367;0;40;0;457.980307;0;0;0;0;DoS
64783;9988;17;15;16;1;512;32;32;32;32;32;32;32;0.9375;0.928709;3;0;12;0.8;0;0;0;0;128;8;1066666.666667;66666.666667;32;32;32;0;Mirai
60067;8011;17;20;1;1;35;35;35;35;35;35;35;35;20;0;20;20;0;0;0;0;0;0;8;8;50000;50000;35;35;35;0;Mirai
10000;10101;17;273;3;1;3698;1430;1430;838;1232.666667;1430;1430;1430;91;31.240999;127;71;202;101;75;0;0;0;24;8;10989.010989;3663.003663;838;1430;1311.6;264.750449;Mirai
60099;8899;17;181;2;1;64;32;32;32;32;32;32;32;90.5;115.258405;172;9;172;172;172;0;0;0;16;8;11049.723757;5524.861878;32;32;32;0;Mirai
443;43238;6;189;1;1;1441;1441;1441;1441;1441;1441;1441;1441;189;0;189;189;0;0;0;0;0;0;32;32;5291.005291;5291.005291;1441;1441;1441;0;Mirai
56361;10101;17;114;1;1;1430;1430;1430;1430;1430;1430;1430;1430;114;0;114;114;0;0;0;0;0;0;8;8;8771.929825;8771.929825;1430;1430;1430;0;Mirai
60065;8899;17;33;5;1;160;32;32;32;32;32;32;32;6.6;2.880972;11;4;25;6.25;4;0;0;0;40;8;151515.151515;30303.030303;32;32;32;0;Mirai
8278;19604;6;2174;0;2;0;0;0;0;0;0;0;0;2174;0;2174;2174;0;0;0;2174;2174;2174;0;40;0;919.963201;0;0;0;0;DoS
8044;554;6;3921;0;2;0;0;0;0;0;0;0;0;3921;0;3921;3921;0;0;0;3921;3921;3921;0;44;0;510.073961;0;0;0;0;DoS
10000;10101;17;81;1;1;346;1430;346;346;346;1430;1430;1430;81;0;81;81;0;0;0;0;0;0;8;8;12345.679012;12345.679012;346;1430;1068.666667;625.847692;Mirai
52739;9020;6;147;0;2;0;2776;0;0;0;1388;1388;1388;147;0;147;147;0;0;0;147;147;147;0;64;0;13605.442177;1388;1388;1388;0;Scan
51586;80;6;120;1;1;0;0;0;0;0;0;0;0;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;0;0;0;0;Mirai
443;43238;6;250;1;1;1441;1441;1441;1441;1441;1441;1441;1441;250;0;250;250;0;0;0;0;0;0;32;32;4000;4000;1441;1441;1441;0;Mirai
51993;8899;17;26;2;1;64;32;32;32;32;32;32;32;13;4.242641;16;10;10;10;10;0;0;0;16;8;76923.076923;38461.538462;32;32;32;0;Mirai
56361;10101;17;149;0;3;0;161;0;0;0;89;32;53.666667;74.5;0.707107;75;74;0;0;0;149;74.5;74;0;24;0;20134.228188;32;89;50.25;26.107151;Mirai
9020;49784;6;73;0;2;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;0;0;0;0;Normal
56242;9020;6;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;32;32;13513.513514;13513.513514;0;0;0;0;Mirai
443;51875;6;117;1;1;1448;1448;1448;1448;1448;1448;1448;1448;117;0;117;117;0;0;0;0;0;0;32;32;8547.008547;8547.008547;1448;1448;1448;0;Mirai
64778;9988;17;125;9;1;288;32;32;32;32;32;32;32;13.888889;25.265809;80;3;122;15.25;3;0;0;0;72;8;72000;8000;32;32;32;0;Mirai
7895;19604;6;1098;0;2;0;0;0;0;0;0;0;0;1098;0;1098;1098;0;0;0;1098;1098;1098;0;40;0;1821.493625;0;0;0;0;DoS
38880;443;6;142;2;1;0;0;0;0;0;0;0;0;71;0;71;71;71;71;71;0;0;0;64;32;14084.507042;7042.253521;0;0;0;0;Mirai
2729;554;6;4046;0;2;0;0;0;0;0;0;0;0;4046;0;4046;4046;0;0;0;4046;4046;4046;0;44;0;494.315373;0;0;0;0;DoS
443;43238;6;165;1;1;1441;1441;1441;1441;1441;1441;1441;1441;165;0;165;165;0;0;0;0;0;0;32;32;6060.606061;6060.606061;1441;1441;1441;0;Mirai
49793;9020;6;413;1;1;0;0;0;0;0;0;0;0;413;0;413;413;0;0;0;0;0;0;32;32;2421.307506;2421.307506;0;0;0;0;Normal
60110;8899;17;5;2;1;64;32;32;32;32;32;32;32;2.5;0.707107;3;2;3;3;3;0;0;0;16;8;400000;200000;32;32;32;0;Mirai
60214;8899;17;260;2;1;64;32;32;32;32;32;32;32;130;130.107648;222;38;222;222;222;0;0;0;16;8;7692.307692;3846.153846;32;32;32;0;Mirai
9020;49784;6;116;1;1;30;1388;30;30;30;1388;1388;1388;116;0;116;116;0;0;0;0;0;0;32;32;8620.689655;8620.689655;30;1388;935.333333;784.041666;Normal
56361;10101;17;181;2;1;2860;1430;1430;1430;1430;1430;1430;1430;90.5;24.748737;108;73;108;108;108;0;0;0;16;8;11049.723757;5524.861878;1430;1430;1430;0;Mirai
48723;443;6;115;0;2;0;2896;0;0;0;1448;1448;1448;115;0;115;115;0;0;0;115;115;115;0;64;0;17391.304348;1448;1448;1448;0;Mirai
60183;8899;17;260;1;1;32;32;32;32;32;32;32;32;260;0;260;260;0;0;0;0;0;0;8;8;3846.153846;3846.153846;32;32;32;0;Mirai
56361;10101;17;200;2;1;2036;1430;1430;606;1018;1430;1430;1430;100;29.698485;121;79;121;121;121;0;0;0;16;8;10000;5000;606;1430;1224;412;Mirai
60161;8899;17;24;1;1;32;32;32;32;32;32;32;32;24;0;24;24;0;0;0;0;0;0;8;8;41666.666667;41666.666667;32;32;32;0;Mirai
60145;8899;17;227;1;1;32;32;32;32;32;32;32;32;227;0;227;227;0;0;0;0;0;0;8;8;4405.286344;4405.286344;32;32;32;0;Mirai
56204;9020;6;70;0;2;0;2776;0;0;0;1388;1388;1388;70;0;70;70;0;0;0;70;70;70;0;64;0;28571.428571;1388;1388;1388;0;Mirai
34251;443;6;78;0;2;0;2896;0;0;0;1448;1448;1448;78;0;78;78;0;0;0;78;78;78;0;64;0;25641.025641;1448;1448;1448;0;Spoofing
60067;8011;17;35;1;1;35;35;35;35;35;35;35;35;35;0;35;35;0;0;0;0;0;0;8;8;28571.428571;28571.428571;35;35;35;0;Mirai
443;43238;6;81;1;1;1441;1441;1441;1441;1441;1441;1441;1441;81;0;81;81;0;0;0;0;0;0;32;32;12345.679012;12345.679012;1441;1441;1441;0;Mirai
52739;9020;6;146;2;1;0;0;0;0;0;0;0;0;73;0;73;73;73;73;73;0;0;0;64;32;13698.630137;6849.315068;0;0;0;0;Scan
52727;9020;6;119;0;2;0;1418;0;0;0;1388;30;709;119;0;119;119;0;0;0;119;119;119;0;64;0;16806.722689;30;1388;935.333333;784.041666;Scan
9020;56196;6;73;0;2;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;0;0;0;0;Mirai
46201;80;6;87;0;2;0;2896;0;0;0;1448;1448;1448;87;0;87;87;0;0;0;87;87;87;0;64;0;22988.505747;1448;1448;1448;0;Mirai
2373;554;6;2771;0;2;0;0;0;0;0;0;0;0;2771;0;2771;2771;0;0;0;2771;2771;2771;0;44;0;721.761097;0;0;0;0;DoS
443;51875;6;120;1;1;1448;1448;1448;1448;1448;1448;1448;1448;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;1448;1448;1448;0;Mirai
443;43238;6;203;1;1;1441;1441;1441;1441;1441;1441;1441;1441;203;0;203;203;0;0;0;0;0;0;32;32;4926.108374;4926.108374;1441;1441;1441;0;Mirai
443;43238;6;140;1;1;1441;1441;1441;1441;1441;1441;1441;1441;140;0;140;140;0;0;0;0;0;0;32;32;7142.857143;7142.857143;1441;1441;1441;0;Mirai
10000;10101;17;74;1;1;702;1430;702;702;702;1430;1430;1430;74;0;74;74;0;0;0;0;0;0;8;8;13513.513514;13513.513514;702;1430;1187.333333;420.310996;Mirai
51991;8899;17;12;7;1;224;32;32;32;32;32;32;32;1.714286;1.112697;3;0;11;1.833333;0;0;0;0;56;8;583333.333333;83333.333333;32;32;32;0;Mirai
9020;49784;6;502;3;1;2806;1388;1388;30;935.333333;1388;1388;1388;167.333333;156.513045;348;73;421;210.5;73;0;0;0;96;32;5976.095618;1992.031873;30;1388;1116.4;607.316063;Normal
8655;554;6;4797;1;2;0;0;0;0;0;0;0;0;2398.5;2452.953424;4133;664;0;0;0;4797;4797;4797;20;44;208.463623;416.927246;0;0;0;0;DoS
2196;554;6;1860;0;2;0;0;0;0;0;0;0;0;1860;0;1860;1860;0;0;0;1860;1860;1860;0;44;0;1075.268817;0;0;0;0;DoS
56361;10101;17;197;2;1;1780;1430;1430;350;890;1430;1430;1430;98.5;30.405592;120;77;77;77;77;0;0;0;16;8;10152.284264;5076.142132;350;1430;1160;540;Mirai
52727;9020;6;74;0;2;0;1418;0;0;0;1388;30;709;74;0;74;74;0;0;0;74;74;74;0;64;0;27027.027027;30;1388;482.666667;784.041666;Scan
443;43238;6;85;1;1;1441;1441;1441;1441;1441;1441;1441;1441;85;0;85;85;0;0;0;0;0;0;32;32;11764.705882;11764.705882;1441;1441;1441;0;Mirai
56275;9020;6;74;0;2;0;1418;0;0;0;1388;30;709;74;0;74;74;0;0;0;74;74;74;0;64;0;27027.027027;30;1388;482.666667;784.041666;Mirai
60043;8899;17;191;8;1;256;32;32;32;32;32;32;32;23.875;46.99981;140;4;178;25.428571;4;0;0;0;64;8;41884.816754;5235.602094;32;32;32;0;Mirai
51993;8899;17;62;6;1;192;32;32;32;32;32;32;32;10.333333;7.580677;22;3;49;9.8;3;0;0;0;48;8;96774.193548;16129.032258;32;32;32;0;Mirai
52717;9020;6;73;0;2;0;2776;0;0;0;1388;1388;1388;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;1388;1388;1388;0;Scan
1320;554;6;6980;0;2;0;0;0;0;0;0;0;0;6980;0;6980;6980;0;0;0;6980;6980;6980;0;44;0;286.532951;0;0;0;0;DoS
10000;10101;17;76;0;2;0;60;0;0;0;40;20;30;76;0;76;76;0;0;0;76;76;76;0;16;0;26315.789474;20;40;33.333333;11.547005;Mirai
9020;52717;6;135;0;2;0;0;0;0;0;0;0;0;135;0;135;135;0;0;0;135;135;135;0;64;0;14814.814815;0;0;0;0;Scan
60096;8899;17;132;3;1;96;32;32;32;32;32;32;32;44;57.297469;110;7;117;58.5;7;0;0;0;24;8;22727.272727;7575.757576;32;32;32;0;Mirai
64777;9988;17;53;27;1;864;32;32;32;32;32;32;32;1.962963;1.950966;9;1;45;1.730769;1;0;0;0;216;8;509433.962264;18867.924528;32;32;32;0;Mirai
9020;49784;6;154;0;3;0;0;0;0;0;0;0;0;77;5.656854;81;73;0;0;0;154;77;73;0;96;0;19480.519481;0;0;0;0;Normal
42360;1900;17;145;2;1;872;434;436;436;436;434;434;434;72.5;0.707107;73;72;73;73;73;0;0;0;16;8;13793.103448;6896.551724;434;436;435;1.154701;Scan
60132;8899;17;91;1;1;32;32;32;32;32;32;32;32;91;0;91;91;0;0;0;0;0;0;8;8;10989.010989;10989.010989;32;32;32;0;Mirai
1134;554;6;2363;0;2;0;0;0;0;0;0;0;0;2363;0;2363;2363;0;0;0;2363;2363;2363;0;44;0;846.381718;0;0;0;0;DoS
52717;9020;6;148;2;1;0;0;0;0;0;0;0;0;74;0;74;74;74;74;74;0;0;0;64;32;13513.513514;6756.756757;0;0;0;0;Scan
42360;1900;17;136;1;1;436;436;436;436;436;436;436;436;136;0;136;136;0;0;0;0;0;0;8;8;7352.941176;7352.941176;436;436;436;0;Spoofing
56242;9020;6;152;2;1;0;0;0;0;0;0;0;0;76;4.242641;79;73;79;79;79;0;0;0;64;32;13157.894737;6578.947368;0;0;0;0;Mirai
53021;9020;6;78;0;2;0;1418;0;0;0;1388;30;709;78;0;78;78;0;0;0;78;78;78;0;64;0;25641.025641;30;1388;935.333333;784.041666;Mirai
443;51875;6;76;1;1;1448;1448;1448;1448;1448;1448;1448;1448;76;0;76;76;0;0;0;0;0;0;32;32;13157.894737;13157.894737;1448;1448;1448;0;Mirai
443;43238;6;121;1;1;1441;1441;1441;1441;1441;1441;1441;1441;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;1441;1441;1441;0;Mirai
51998;8899;17;14;2;1;64;32;32;32;32;32;32;32;7;1.414214;8;6;6;6;6;0;0;0;16;8;142857.142857;71428.571429;32;32;32;0;Mirai
60149;8899;17;16;5;1;160;32;32;32;32;32;32;32;3.2;1.095445;5;2;11;2.75;2;0;0;0;40;8;312500;62500;32;32;32;0;Mirai
10105;9020;6;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;32;32;13513.513514;13513.513514;0;0;0;0;Mirai
10000;10101;17;117;1;1;1430;1430;1430;1430;1430;1430;1430;1430;117;0;117;117;0;0;0;0;0;0;8;8;8547.008547;8547.008547;1430;1430;1430;0;Mirai
10000;10101;17;148;0;3;0;96;0;0;0;40;24;32;74;1.414214;75;73;0;0;0;148;74;73;0;24;0;20270.27027;24;40;34;7.659417;Mirai
52717;9020;6;117;0;2;0;1418;0;0;0;1388;30;709;117;0;117;117;0;0;0;117;117;117;0;64;0;17094.017094;30;1388;935.333333;784.041666;Scan
52717;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Scan
56266;9020;6;145;0;2;0;2776;0;0;0;1388;1388;1388;145;0;145;145;0;0;0;145;145;145;0;64;0;13793.103448;1388;1388;1388;0;Mirai
443;51875;6;116;1;1;1448;1448;1448;1448;1448;1448;1448;1448;116;0;116;116;0;0;0;0;0;0;32;32;8620.689655;8620.689655;1448;1448;1448;0;Mirai
10000;10101;17;274;3;1;4290;1430;1430;1430;1430;1430;1430;1430;91.333333;30.171731;126;71;148;74;71;0;0;0;24;8;10948.905109;3649.635036;1430;1430;1430;0;Mirai
56361;10101;17;184;2;1;2860;1430;1430;1430;1430;1430;1430;1430;92;26.870058;111;73;111;111;111;0;0;0;16;8;10869.565217;5434.782609;1430;1430;1430;0;Mirai
10000;10101;17;201;1;1;1430;1430;1430;1430;1430;1430;1430;1430;201;0;201;201;0;0;0;0;0;0;8;8;4975.124378;4975.124378;1430;1430;1430;0;Mirai
56361;10101;17;115;1;1;1430;1430;1430;1430;1430;1430;1430;1430;115;0;115;115;0;0;0;0;0;0;8;8;8695.652174;8695.652174;1430;1430;1430;0;Mirai
52739;9020;6;144;2;1;0;0;0;0;0;0;0;0;72;1.414214;73;71;73;73;73;0;0;0;64;32;13888.888889;6944.444444;0;0;0;0;Scan
10000;10101;17;212;2;1;2860;1430;1430;1430;1430;1430;1430;1430;106;50.911688;142;70;70;70;70;0;0;0;16;8;9433.962264;4716.981132;1430;1430;1430;0;Mirai
443;51875;6;124;1;1;1448;1448;1448;1448;1448;1448;1448;1448;124;0;124;124;0;0;0;0;0;0;32;32;8064.516129;8064.516129;1448;1448;1448;0;Mirai
60215;8899;17;124;6;1;192;32;32;32;32;32;32;32;20.666667;43.788887;110;1;120;24;1;0;0;0;48;8;48387.096774;8064.516129;32;32;32;0;Mirai
9020;56196;6;123;0;2;0;0;0;0;0;0;0;0;123;0;123;123;0;0;0;123;123;123;0;64;0;16260.162602;0;0;0;0;Mirai
51992;8899;17;16;2;1;64;32;32;32;32;32;32;32;8;7.071068;13;3;13;13;13;0;0;0;16;8;125000;62500;32;32;32;0;Mirai
3068;554;6;5762;0;2;0;0;0;0;0;0;0;0;5762;0;5762;5762;0;0;0;5762;5762;5762;0;44;0;347.101701;0;0;0;0;DoS
52986;9010;6;86;1;1;480;0;480;480;480;0;0;0;86;0;86;86;0;0;0;0;0;0;32;32;11627.906977;11627.906977;0;480;160;277.128129;Mirai
52704;9020;6;149;0;3;0;4164;0;0;0;1388;1388;1388;74.5;0.707107;75;74;0;0;0;149;74.5;74;0;96;0;20134.228188;1388;1388;1388;0;Scan
53190;9020;6;147;2;1;0;0;0;0;0;0;0;0;73.5;0.707107;74;73;73;73;73;0;0;0;64;32;13605.442177;6802.721088;0;0;0;0;Spoofing
33865;443;6;126;0;2;0;2896;0;0;0;1448;1448;1448;126;0;126;126;0;0;0;126;126;126;0;64;0;15873.015873;1448;1448;1448;0;Spoofing
443;43238;6;182;1;1;1441;1441;1441;1441;1441;1441;1441;1441;182;0;182;182;0;0;0;0;0;0;32;32;5494.505495;5494.505495;1441;1441;1441;0;Mirai
51996;8899;17;27;3;1;96;32;32;32;32;32;32;32;9;5.567764;14;3;17;8.5;3;0;0;0;24;8;111111.111111;37037.037037;32;32;32;0;Mirai
10000;10101;17;298;0;5;0;160;0;0;0;40;24;32;74.5;6.027714;83;69;0;0;0;298;74.5;69;0;40;0;16778.52349;24;40;30.666667;6.022181;Mirai
64780;9988;17;25;12;1;384;32;32;32;32;32;32;32;2.083333;1.240112;5;1;24;2.181818;1;0;0;0;96;8;480000;40000;32;32;32;0;Mirai
56260;7100;6;113;0;2;0;2848;0;0;0;1424;1424;1424;113;0;113;113;0;0;0;113;113;113;0;40;0;17699.115044;1424;1424;1424;0;Mirai
443;43238;6;126;1;1;1441;1441;1441;1441;1441;1441;1441;1441;126;0;126;126;0;0;0;0;0;0;32;32;7936.507937;7936.507937;1441;1441;1441;0;Mirai
51994;8899;17;40;3;1;96;32;32;32;32;32;32;32;13.333333;17.039171;33;3;37;18.5;4;0;0;0;24;8;75000;25000;32;32;32;0;Mirai
9020;49784;6;158;0;3;0;0;0;0;0;0;0;0;79;8.485281;85;73;0;0;0;158;79;73;0;96;0;18987.341772;0;0;0;0;Normal
46201;80;6;81;0;2;0;2896;0;0;0;1448;1448;1448;81;0;81;81;0;0;0;81;81;81;0;64;0;24691.358025;1448;1448;1448;0;Mirai
60136;8899;17;229;1;1;32;32;32;32;32;32;32;32;229;0;229;229;0;0;0;0;0;0;8;8;4366.812227;4366.812227;32;32;32;0;Mirai
51990;8899;17;2;1;1;32;32;32;32;32;32;32;32;2;0;2;2;0;0;0;0;0;0;8;8;500000;500000;32;32;32;0;Mirai
3839;554;6;4240;0;2;0;0;0;0;0;0;0;0;4240;0;4240;4240;0;0;0;4240;4240;4240;0;44;0;471.698113;0;0;0;0;DoS
3439;554;6;2039;0;2;0;0;0;0;0;0;0;0;2039;0;2039;2039;0;0;0;2039;2039;2039;0;44;0;980.872977;0;0;0;0;DoS
34887;443;6;84;0;2;0;2896;0;0;0;1448;1448;1448;84;0;84;84;0;0;0;84;84;84;0;64;0;23809.52381;1448;1448;1448;0;Mirai
5879;443;6;25;1;2;0;97;0;0;0;55;42;48.5;12.5;3.535534;15;10;0;0;0;25;25;25;20;40;40000;80000;0;55;38;26.064024;Mirai
60152;8899;17;258;2;1;64;32;32;32;32;32;32;32;129;171.119841;250;8;8;8;8;0;0;0;16;8;7751.937984;3875.968992;32;32;32;0;Mirai
56361;10101;17;295;0;5;0;233;0;0;0;89;32;46.6;73.75;0.5;74;73;0;0;0;295;73.75;73;0;40;0;16949.152542;32;89;45.5;21.667949;Mirai
10000;10101;17;217;2;1;2860;1430;1430;1430;1430;1430;1430;1430;108.5;40.305087;137;80;137;137;137;0;0;0;16;8;9216.589862;4608.294931;1430;1430;1430;0;Mirai
56361;10101;17;265;1;1;1430;1430;1430;1430;1430;1430;1430;1430;265;0;265;265;0;0;0;0;0;0;8;8;3773.584906;3773.584906;1430;1430;1430;0;Mirai
443;43238;6;232;2;1;2882;1441;1441;1441;1441;1441;1441;1441;116;55.154329;155;77;77;77;77;0;0;0;64;32;8620.689655;4310.344828;1441;1441;1441;0;Mirai
52704;9020;6;116;0;2;0;2776;0;0;0;1388;1388;1388;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;1388;1388;1388;0;Scan
52930;9020;6;70;1;1;0;0;0;0;0;0;0;0;70;0;70;70;0;0;0;0;0;0;32;32;14285.714286;14285.714286;0;0;0;0;Mirai
52959;9020;6;121;0;2;0;1418;0;0;0;1388;30;709;121;0;121;121;0;0;0;121;121;121;0;64;0;16528.92562;30;1388;935.333333;784.041666;Mirai
51780;9010;6;75;1;1;23;0;23;23;23;0;0;0;75;0;75;75;0;0;0;0;0;0;32;32;13333.333333;13333.333333;0;23;7.666667;13.279056;Scan
443;43238;6;118;1;1;1441;1441;1441;1441;1441;1441;1441;1441;118;0;118;118;0;0;0;0;0;0;32;32;8474.576271;8474.576271;1441;1441;1441;0;Mirai
9020;52704;6;78;1;1;30;1388;30;30;30;1388;1388;1388;78;0;78;78;0;0;0;0;0;0;32;32;12820.512821;12820.512821;30;1388;935.333333;784.041666;Scan
443;43238;6;219;1;1;1441;1441;1441;1441;1441;1441;1441;1441;219;0;219;219;0;0;0;0;0;0;32;32;4566.210046;4566.210046;1441;1441;1441;0;Mirai
56204;9020;6;123;0;2;0;1418;0;0;0;1388;30;709;123;0;123;123;0;0;0;123;123;123;0;64;0;16260.162602;30;1388;935.333333;784.041666;Mirai
51998;8899;17;108;7;1;224;32;32;32;32;32;32;32;15.428571;12.177262;34;5;103;17.166667;5;0;0;0;56;8;64814.814815;9259.259259;32;32;32;0;Mirai
52727;9020;6;145;2;1;0;0;0;0;0;0;0;0;72.5;2.12132;74;71;71;71;71;0;0;0;64;32;13793.103448;6896.551724;0;0;0;0;Scan
60067;8011;17;6;1;1;35;35;35;35;35;35;35;35;6;0;6;6;0;0;0;0;0;0;8;8;166666.666667;166666.666667;35;35;35;0;Mirai
60070;8899;17;5;3;1;96;32;32;32;32;32;32;32;1.666667;0.57735;2;1;4;2;2;0;0;0;24;8;600000;200000;32;32;32;0;Mirai
56266;9020;6;148;2;1;0;0;0;0;0;0;0;0;74;1.414214;75;73;75;75;75;0;0;0;64;32;13513.513514;6756.756757;0;0;0;0;Mirai
7178;554;6;7285;0;2;0;0;0;0;0;0;0;0;7285;0;7285;7285;0;0;0;7285;7285;7285;0;44;0;274.536719;0;0;0;0;DoS
1372;19604;6;1996;0;2;0;0;0;0;0;0;0;0;1996;0;1996;1996;0;0;0;1996;1996;1996;0;40;0;1002.004008;0;0;0;0;DoS
8098;19604;6;734;0;2;0;0;0;0;0;0;0;0;734;0;734;734;0;0;0;734;734;734;0;40;0;2724.79564;0;0;0;0;DoS
60177;8899;17;269;2;1;64;32;32;32;32;32;32;32;134.5;173.241161;257;12;257;257;257;0;0;0;16;8;7434.944238;3717.472119;32;32;32;0;Mirai
52739;9020;6;116;0;2;0;1418;0;0;0;1388;30;709;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;30;1388;935.333333;784.041666;Scan
56361;10101;17;289;0;5;0;168;0;0;0;40;32;33.6;72.25;1.707825;74;70;0;0;0;289;72.25;70;0;40;0;17301.038062;32;40;34.666667;4.131182;Mirai
52735;9020;6;127;0;2;0;1418;0;0;0;1388;30;709;127;0;127;127;0;0;0;127;127;127;0;64;0;15748.031496;30;1388;935.333333;784.041666;Mirai
443;64722;17;96;1;1;31;1350;31;31;31;1350;1350;1350;96;0;96;96;0;0;0;0;0;0;8;8;10416.666667;10416.666667;31;1350;910.333333;761.525005;Spoofing
51994;8899;17;27;2;1;64;32;32;32;32;32;32;32;13.5;6.363961;18;9;18;18;18;0;0;0;16;8;74074.074074;37037.037037;32;32;32;0;Mirai
443;51875;6;71;1;1;544;1448;544;544;544;1448;1448;1448;71;0;71;71;0;0;0;0;0;0;32;32;14084.507042;14084.507042;544;1448;1146.666667;521.924643;Mirai
36017;8100;6;76;1;1;1460;1460;1460;1460;1460;1460;1460;1460;76;0;76;76;0;0;0;0;0;0;20;20;13157.894737;13157.894737;1460;1460;1460;0;Mirai
56361;10101;17;148;0;3;0;104;0;0;0;40;32;34.666667;74;0;74;74;0;0;0;148;74;74;0;24;0;20270.27027;32;40;34;4;Mirai
10000;10101;17;192;2;1;2860;1430;1430;1430;1430;1430;1430;1430;96;25.455844;114;78;114;114;114;0;0;0;16;8;10416.666667;5208.333333;1430;1430;1430;0;Mirai
80;53231;6;277;3;1;4344;1448;1448;1448;1448;1448;1448;1448;92.333333;30.038864;127;74;150;75;74;0;0;0;96;32;10830.32491;3610.108303;1448;1448;1448;0;Normal
56361;10101;17;234;2;1;1912;1430;1430;482;956;1430;1430;1430;117;60.811183;160;74;74;74;74;0;0;0;16;8;8547.008547;4273.504274;482;1430;1193;474;Mirai
10000;10101;17;292;1;1;1430;1430;1430;1430;1430;1430;1430;1430;292;0;292;292;0;0;0;0;0;0;8;8;3424.657534;3424.657534;1430;1430;1430;0;Mirai
443;43238;6;157;1;1;1441;1441;1441;1441;1441;1441;1441;1441;157;0;157;157;0;0;0;0;0;0;32;32;6369.426752;6369.426752;1441;1441;1441;0;Mirai
52704;9020;6;80;0;2;0;2776;0;0;0;1388;1388;1388;80;0;80;80;0;0;0;80;80;80;0;64;0;25000;1388;1388;1388;0;Scan
64777;9988;17;40;4;1;128;32;32;32;32;32;32;32;10;3.91578;15;6;25;8.333333;6;0;0;0;32;8;100000;25000;32;32;32;0;Mirai
56260;7100;6;119;1;1;0;0;0;0;0;0;0;0;119;0;119;119;0;0;0;0;0;0;20;20;8403.361345;8403.361345;0;0;0;0;Mirai
10000;10101;17;73;0;2;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;73;73;73;0;16;0;27397.260274;0;0;0;0;Mirai
50513;443;6;115;0;2;0;2896;0;0;0;1448;1448;1448;115;0;115;115;0;0;0;115;115;115;0;64;0;17391.304348;1448;1448;1448;0;Spoofing
9020;52717;6;157;0;3;0;0;0;0;0;0;0;0;78.5;3.535534;81;76;0;0;0;157;78.5;76;0;96;0;19108.280255;0;0;0;0;Scan
3653;554;6;1847;0;2;0;0;0;0;0;0;0;0;1847;0;1847;1847;0;0;0;1847;1847;1847;0;44;0;1082.837033;0;0;0;0;DoS
52704;9020;6;116;0;2;0;1418;0;0;0;1388;30;709;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;30;1388;935.333333;784.041666;Scan
9020;52717;6;144;2;1;2776;1388;1388;1388;1388;1388;1388;1388;72;1.414214;73;71;71;71;71;0;0;0;64;32;13888.888889;6944.444444;1388;1388;1388;0;Scan
443;43238;6;221;2;1;2882;1441;1441;1441;1441;1441;1441;1441;110.5;43.133514;141;80;141;141;141;0;0;0;64;32;9049.773756;4524.886878;1441;1441;1441;0;Mirai
